"PlayerName","Team","POS","ADP","IP","mW","mERA","mWHIP","mK9","mQS","mSVHLD","PTS","aPOS","Dollars"
"Luke Weaver","ARI","SP","451.9","130","$0.4","($2.5)","($1.2)","($1.5)","$0.4","($0.7)","($5.1)","$1.8","($3.1)"
"Ryan Weathers","SDP","RP","999.0","49","($0.5)","($1.6)","($1.5)","($1.3)","($0.2)","($0.7)","($6.0)","$1.8","($3.2)"
"Josh Fleming","TBR","SP","999.0","81","($0.1)","($1.2)","($1.0)","($2.3)","$0.1","($0.7)","($5.3)","$1.8","($3.3)"
"Triston McKenzie","CLE","SP","189.3","127","$0.3","($2.9)","($1.1)","($1.3)","$0.4","($0.7)","($5.3)","$1.8","($3.3)"
"Jonathan Brubaker","PIT","SP","516.0","128","$0.3","($1.8)","($1.4)","($2.0)","$0.4","($0.7)","($5.3)","$1.8","($3.3)"
"Matthew Boyd","DET","SP","306.1","172","$0.6","($3.3)","($0.9)","($1.8)","$0.8","($0.7)","($5.3)","$1.8","($3.3)"
"Kyle Hendricks","CHC","SP","82.2","183","$0.9","($2.3)","($0.7)","($3.6)","$1.0","($0.7)","($5.3)","$1.8","($3.4)"
"Anthony DeSclafani","SFG","SP","478.0","145","$0.5","($2.3)","($1.2)","($2.2)","$0.6","($0.7)","($5.4)","$1.8","($3.4)"
"Shelby Miller","CHC","SP","999.0","53","($0.4)","($1.8)","($1.3)","($1.0)","($0.1)","($0.7)","($5.4)","$1.8","($3.5)"
"Logan Webb","SFG","SP","592.1","114","$0.2","($1.5)","($1.8)","($2.0)","$0.4","($0.7)","($5.5)","$1.8","($3.5)"
"Johan Oviedo","STL","SP","999.0","51","($0.5)","($1.7)","($1.5)","($1.0)","($0.2)","($0.7)","($5.5)","$1.8","($3.5)"
"Antonio Santillan","CIN","SP","999.0","46","($0.5)","($2.0)","($1.2)","($0.9)","($0.2)","($0.7)","($5.5)","$1.8","($3.5)"
"Zack Greinke","HOU","SP","106.6","191","$1.0","($2.7)","($0.5)","($3.6)","$1.0","($0.7)","($5.5)","$1.8","($3.5)"
"Mike Soroka","ATL","SP","174.5","139","$0.6","($1.8)","($1.5)","($2.7)","$0.6","($0.7)","($5.5)","$1.8","($3.6)"
"Adrian Houser","MIL","SP","512.4","122","$0.3","($1.8)","($1.6)","($2.2)","$0.4","($0.7)","($5.6)","$1.8","($3.7)"
"Mitch Keller","PIT","SP","310.8","123","$0.2","($2.3)","($1.9)","($1.4)","$0.4","($0.7)","($5.6)","$1.8","($3.7)"
"Sean Manaea","OAK","SP","246.2","161","$0.6","($2.2)","($0.9)","($3.2)","$0.8","($0.7)","($5.6)","$1.8","($3.7)"
"Homer Bailey","","SP","599.8","71","($0.2)","($2.0)","($1.1)","($1.6)","$0.0","($0.7)","($5.8)","$1.8","($3.9)"
"Taijuan Walker","NYM","SP","278.6","141","$0.5","($2.7)","($1.5)","($2.0)","$0.5","($0.7)","($5.8)","$1.8","($3.9)"
"Nate Pearson","TOR","SP","244.7","126","$0.4","($2.8)","($1.5)","($1.6)","$0.4","($0.7)","($5.9)","$1.8","($3.9)"
"Steven Matz","TOR","SP","557.2","132","$0.4","($2.7)","($1.4)","($1.9)","$0.4","($0.7)","($5.9)","$1.8","($4.0)"
"Reynaldo Lopez","CHW","SP","597.8","83","($0.2)","($2.5)","($1.0)","($1.4)","($0.1)","($0.7)","($5.9)","$1.8","($4.0)"
"Jakob Junis","KCR","SP","598.7","88","($0.2)","($2.3)","($1.1)","($1.8)","$0.0","($0.7)","($6.0)","$1.8","($4.1)"
"Cody Ponce","PIT","SP","999.0","74","($0.3)","($2.1)","($1.4)","($1.5)","$0.0","($0.7)","($6.0)","$1.8","($4.1)"
"Tyson Ross","TEX","SP","999.0","46","($0.6)","($2.0)","($1.4)","($1.2)","($0.2)","($0.7)","($6.0)","$1.8","($4.1)"
"Zach Eflin","PHI","SP","201.1","168","$0.8","($3.2)","($1.3)","($2.4)","$0.7","($0.7)","($6.2)","$1.8","($4.3)"
"Matt Shoemaker","MIN","SP","535.1","108","$0.2","($2.7)","($1.4)","($1.7)","$0.2","($0.7)","($6.2)","$1.8","($4.3)"
"Griffin Canning","LAA","SP","303.1","134","$0.4","($3.1)","($1.5)","($1.7)","$0.4","($0.7)","($6.2)","$1.8","($4.3)"
"Deivi Garcia","NYY","SP","378.9","102","$0.1","($3.0)","($1.5)","($1.2)","$0.2","($0.7)","($6.2)","$1.8","($4.3)"
"Jameson Taillon","NYY","SP","197.4","133","$0.4","($3.0)","($1.2)","($2.2)","$0.5","($0.7)","($6.3)","$1.8","($4.4)"
"Erick Fedde","WSN","SP","600.8","70","($0.3)","($2.0)","($1.6)","($1.7)","($0.1)","($0.7)","($6.3)","$1.8","($4.4)"
"Kyle Wright","ATL","SP","546.0","110","$0.2","($2.4)","($2.0)","($1.6)","$0.2","($0.7)","($6.4)","$1.8","($4.5)"
"Jose Urquidy","HOU","SP","198.7","151","$0.6","($3.3)","($1.0)","($2.6)","$0.6","($0.7)","($6.4)","$1.8","($4.5)"
"Jorge Lopez","BAL","SP","999.0","73","($0.3)","($2.3)","($1.3)","($1.7)","($0.1)","($0.7)","($6.5)","$1.8","($4.6)"
"Chris Bassitt","OAK","SP","186.8","176","$0.7","($3.0)","($1.2)","($3.2)","$0.9","($0.7)","($6.5)","$1.8","($4.7)"
"Wade LeBlanc","BAL","SP","999.0","52","($0.5)","($2.3)","($1.2)","($1.6)","($0.2)","($0.7)","($6.5)","$1.8","($4.7)"
"Carlos Rodon","CHW","SP","572.0","111","$0.1","($2.9)","($1.7)","($1.5)","$0.1","($0.7)","($6.6)","$1.8","($4.8)"
"Jose Quintana","LAA","SP","502.9","156","$0.7","($2.9)","($1.5)","($2.8)","$0.6","($0.7)","($6.7)","$1.8","($4.8)"
"German Marquez","COL","SP","177.0","192","$0.8","($3.9)","($2.1)","($1.9)","$1.0","($0.7)","($6.8)","$1.8","($5.0)"
"Caleb Smith","ARI","SP","377.6","132","$0.3","($3.9)","($1.9)","($1.0)","$0.3","($0.7)","($6.8)","$1.8","($5.0)"
"Dane Dunning","TEX","SP","305.3","126","$0.2","($2.9)","($1.9)","($2.0)","$0.4","($0.7)","($6.9)","$1.8","($5.1)"
"Brett Anderson","MIL","SP","591.1","125","$0.3","($1.8)","($1.6)","($3.5)","$0.4","($0.7)","($6.9)","$1.8","($5.1)"
"Michael Pineda","MIN","SP","239.6","159","$0.6","($3.6)","($1.1)","($2.8)","$0.6","($0.7)","($6.9)","$1.8","($5.1)"
"Aaron Sanchez","SFG","SP","546.5","115","$0.1","($2.1)","($2.3)","($2.1)","$0.2","($0.7)","($6.9)","$1.8","($5.1)"
"Dylan Cease","CHW","SP","378.3","133","$0.4","($3.1)","($2.4)","($1.5)","$0.4","($0.7)","($6.9)","$1.8","($5.1)"
"Brady Singer","KCR","SP","253.0","137","$0.4","($2.4)","($2.0)","($2.7)","$0.5","($0.7)","($6.9)","$1.8","($5.1)"
"Carlos Martinez","STL","SP","404.4","134","$0.4","($2.4)","($2.2)","($2.6)","$0.5","($0.7)","($7.0)","$1.8","($5.1)"
"Cristian Javier","HOU","SP","228.9","136","$0.4","($3.9)","($2.1)","($1.0)","$0.4","($0.7)","($7.0)","$1.8","($5.1)"
"Garrett Richards","BOS","SP","450.6","122","$0.3","($3.1)","($1.9)","($1.8)","$0.3","($0.7)","($7.0)","$1.8","($5.2)"
"Kris Bubic","KCR","SP","999.0","126","$0.3","($2.6)","($2.1)","($2.2)","$0.4","($0.7)","($7.0)","$1.8","($5.2)"
"Spencer Turnbull","DET","SP","388.5","147","$0.4","($2.9)","($2.1)","($2.3)","$0.6","($0.7)","($7.0)","$1.8","($5.2)"
"Michael Wacha","TBR","SP","549.5","121","$0.2","($2.9)","($1.7)","($2.3)","$0.3","($0.7)","($7.1)","$1.8","($5.3)"
"Sandy Alcantara","MIA","SP","144.8","181","$0.7","($2.8)","($2.4)","($2.9)","$1.0","($0.7)","($7.1)","$1.8","($5.3)"
"Dylan Bundy","LAA","SP","120.1","175","$0.7","($4.2)","($1.3)","($2.5)","$0.8","($0.7)","($7.2)","$1.8","($5.4)"
"J.A. Happ","MIN","SP","405.9","135","$0.4","($3.3)","($1.6)","($2.5)","$0.4","($0.7)","($7.2)","$1.8","($5.4)"
"Rick Porcello","","SP","592.0","130","$0.3","($3.3)","($1.3)","($2.6)","$0.4","($0.7)","($7.3)","$1.8","($5.5)"
"Cole Hamels","","SP","591.8","109","$0.1","($2.9)","($1.9)","($2.2)","$0.2","($0.7)","($7.3)","$1.8","($5.5)"
"Adam Wainwright","STL","SP","429.9","153","$0.5","($2.7)","($1.9)","($3.1)","$0.7","($0.7)","($7.3)","$1.8","($5.5)"
"Michael Baumann","BAL","SP","999.0","65","($0.4)","($2.8)","($1.8)","($1.6)","($0.1)","($0.7)","($7.5)","$1.8","($5.7)"
"Aaron Civale","CLE","SP","196.5","144","$0.4","($3.4)","($1.4)","($2.9)","$0.6","($0.7)","($7.5)","$1.8","($5.8)"
"Mike Leake","","SP","600.4","95","($0.1)","($2.6)","($1.3)","($3.0)","$0.2","($0.7)","($7.5)","$1.8","($5.8)"
"Matt Moore","PHI","SP","556.0","127","$0.3","($3.7)","($1.8)","($2.0)","$0.3","($0.7)","($7.6)","$1.8","($5.8)"
"Logan Allen","CLE","SP","598.3","118","$0.1","($3.0)","($2.2)","($2.1)","$0.3","($0.7)","($7.6)","$1.8","($5.8)"
"Johnny Cueto","SFG","SP","546.8","174","$0.7","($3.1)","($2.2)","($3.1)","$0.8","($0.7)","($7.7)","$1.8","($5.9)"
"Adam Plutko","CLE","SP","600.2","91","($0.2)","($3.6)","($1.2)","($2.0)","($0.2)","($0.4)","($7.7)","$1.8","($6.0)"
"Merrill Kelly","ARI","SP","504.1","153","$0.4","($3.6)","($1.8)","($2.6)","$0.6","($0.7)","($7.7)","$1.8","($6.0)"
"Michael Lorenzen","CIN","SP","454.1","132","$0.3","($3.1)","($2.5)","($1.9)","$0.2","($0.7)","($7.7)","$1.8","($6.0)"
"Zach Plesac","CLE","SP","77.2","158","$0.5","($3.8)","($1.4)","($2.9)","$0.7","($0.7)","($7.8)","$1.8","($6.0)"
"Matt Harvey","BAL","SP","999.0","81","($0.3)","($3.1)","($1.6)","($2.1)","($0.1)","($0.7)","($7.8)","$1.8","($6.0)"
"Cal Quantrill","CLE","SP","443.7","125","$0.2","($3.3)","($1.6)","($2.5)","$0.1","($0.7)","($7.8)","$1.8","($6.0)"
"John Means","BAL","SP","215.7","160","$0.4","($4.1)","($1.1)","($2.9)","$0.6","($0.7)","($7.8)","$1.8","($6.0)"
"Casey Mize","DET","SP","437.8","106","$0.0","($3.4)","($1.6)","($2.3)","$0.2","($0.7)","($7.8)","$1.8","($6.1)"
"Wil Crowe","PIT","SP","999.0","80","($0.3)","($2.9)","($2.0)","($2.0)","$0.0","($0.7)","($7.9)","$1.8","($6.1)"
"Mike Minor","KCR","SP","315.7","178","$0.6","($3.7)","($1.8)","($3.3)","$0.8","($0.7)","($8.0)","$1.8","($6.3)"
"Justus Sheffield","SEA","SP","305.3","149","$0.4","($2.9)","($2.8)","($2.7)","$0.6","($0.7)","($8.2)","$1.8","($6.4)"
"Trevor Williams","CHC","SP","586.2","117","$0.2","($3.6)","($1.9)","($2.4)","$0.3","($0.7)","($8.2)","$1.8","($6.5)"
"Danny Duffy","KCR","SP","534.9","157","$0.5","($3.9)","($2.0)","($2.7)","$0.6","($0.7)","($8.3)","$1.8","($6.6)"
"Nick Pivetta","BOS","SP","534.2","112","$0.1","($3.8)","($2.1)","($1.9)","$0.1","($0.7)","($8.3)","$1.8","($6.7)"
"Chad Kuhl","PIT","SP","575.2","137","$0.2","($3.7)","($2.5)","($2.1)","$0.4","($0.7)","($8.4)","$1.8","($6.7)"
"Marco Gonzales","SEA","SP","176.1","180","$0.6","($3.5)","($1.4)","($4.3)","$0.9","($0.7)","($8.4)","$1.8","($6.8)"
"Keegan Akin","BAL","SP","999.0","127","$0.1","($4.0)","($2.5)","($1.7)","$0.3","($0.7)","($8.4)","$1.8","($6.8)"
"Randy Dobnak","MIN","SP","550.5","113","$0.1","($2.7)","($1.8)","($3.4)","$0.0","($0.7)","($8.5)","$1.8","($6.8)"
"Ryan Yarbrough","TBR","SP","257.1","163","$0.5","($3.4)","($1.6)","($4.0)","$0.7","($0.7)","($8.5)","$1.8","($6.9)"
"Alex Cobb","LAA","SP","556.6","144","$0.5","($3.3)","($1.9)","($3.6)","$0.5","($0.7)","($8.6)","$1.8","($6.9)"
"Bruce Zimmermann","BAL","SP","999.0","99","($0.1)","($3.3)","($2.2)","($2.3)","$0.1","($0.7)","($8.6)","$1.8","($6.9)"
"Julio Teheran","DET","SP","597.9","68","($0.4)","($3.5)","($2.0)","($1.7)","($0.2)","($0.7)","($8.6)","$1.8","($6.9)"
"Joe Ross","WSN","SP","586.8","127","$0.3","($3.8)","($2.2)","($2.5)","$0.3","($0.7)","($8.6)","$1.8","($7.0)"
"Alec Mills","CHC","SP","505.2","141","$0.4","($3.8)","($2.2)","($2.9)","$0.5","($0.7)","($8.8)","$1.8","($7.1)"
"Wade Miley","CIN","SP","595.3","138","$0.4","($3.3)","($3.1)","($2.6)","$0.4","($0.7)","($8.9)","$1.8","($7.3)"
"Justin Dunn","SEA","SP","569.6","112","$0.0","($4.1)","($2.4)","($2.0)","$0.1","($0.7)","($9.1)","$1.8","($7.5)"
"Jon Lester","WSN","SP","547.7","135","$0.4","($4.1)","($2.3)","($2.8)","$0.4","($0.7)","($9.3)","$1.8","($7.7)"
"Felix Hernandez","BAL","SP","999.0","99","($0.2)","($3.8)","($2.2)","($2.6)","$0.1","($0.7)","($9.5)","$1.8","($7.9)"
"Anibal Sanchez","","SP","599.8","119","$0.1","($4.4)","($2.1)","($2.7)","$0.2","($0.7)","($9.5)","$1.8","($7.9)"
"Jake Arrieta","CHC","SP","561.1","135","$0.4","($3.6)","($2.7)","($3.3)","$0.4","($0.7)","($9.5)","$1.8","($7.9)"
"Ryan Castellani","COL","SP","999.0","58","($0.5)","($4.1)","($2.6)","($1.4)","($0.3)","($0.7)","($9.6)","$1.8","($8.0)"
"Tanner Houck","BOS","SP","999.0","111","$0.1","($4.0)","($3.0)","($2.2)","$0.2","($0.7)","($9.7)","$1.8","($8.1)"
"Jeff Samardzija","","SP","599.8","99","($0.1)","($4.4)","($1.9)","($2.6)","$0.0","($0.7)","($9.8)","$1.8","($8.2)"
"Dean Kremer","BAL","SP","999.0","145","$0.2","($4.5)","($2.7)","($2.5)","$0.5","($0.7)","($9.8)","$1.8","($8.2)"
"Steven Brault","PIT","SP","533.6","158","$0.4","($3.8)","($3.5)","($2.8)","$0.6","($0.7)","($9.8)","$1.8","($8.3)"
"Tyler Anderson","PIT","SP","594.8","148","$0.3","($4.3)","($2.6)","($3.1)","$0.5","($0.7)","($10.0)","$1.8","($8.5)"
"Austin Gomber","COL","SP","570.6","125","$0.2","($4.7)","($3.2)","($1.8)","$0.2","($0.7)","($10.1)","$1.8","($8.6)"
"Tanner Roark","TOR","SP","598.2","135","$0.3","($4.6)","($2.3)","($3.1)","$0.3","($0.7)","($10.1)","$1.8","($8.6)"
"Michael Fulmer","DET","SP","582.4","129","$0.2","($4.1)","($2.3)","($3.5)","$0.2","($0.7)","($10.2)","$1.8","($8.7)"
"Kyle Gibson","TEX","SP","556.3","174","$0.5","($4.1)","($3.3)","($3.4)","$0.8","($0.7)","($10.2)","$1.8","($8.7)"
"Jose Urena","DET","SP","596.9","132","$0.1","($4.7)","($2.7)","($3.5)","$0.1","($0.7)","($11.4)","$1.8","($10.0)"
"Mike Foltynewicz","TEX","SP","558.0","131","$0.0","($5.3)","($2.8)","($2.9)","$0.2","($0.7)","($11.6)","$1.8","($10.2)"
"Dallas Keuchel","CHW","SP","203.2","185","$0.8","($3.9)","($3.5)","($5.2)","$0.9","($0.7)","($11.6)","$1.8","($10.2)"
"Zach Davies","CHC","SP","253.8","159","$0.5","($4.9)","($3.2)","($3.9)","$0.5","($0.7)","($11.7)","$1.8","($10.3)"
"Madison Bumgarner","ARI","SP","401.9","176","$0.5","($5.7)","($2.5)","($3.9)","$0.7","($0.7)","($11.7)","$1.8","($10.3)"
"Brad Keller","KCR","SP","366.1","166","$0.5","($4.1)","($3.6)","($4.6)","$0.7","($0.7)","($11.8)","$1.8","($10.5)"
"Jon Gray","COL","SP","529.8","155","$0.4","($5.8)","($3.3)","($2.8)","$0.4","($0.7)","($11.9)","$1.8","($10.5)"
"Mike Fiers","OAK","SP","570.7","146","$0.3","($5.4)","($2.4)","($4.3)","$0.3","($0.7)","($12.2)","$1.8","($10.9)"
"Martin Perez","BOS","SP","589.3","161","$0.5","($5.3)","($3.9)","($4.1)","$0.5","($0.7)","($13.0)","$1.8","($11.7)"
"Jordan Lyles","TEX","SP","596.7","148","$0.1","($6.4)","($3.5)","($3.5)","$0.3","($0.7)","($13.7)","$1.8","($12.5)"
"Kyle Freeland","COL","SP","575.8","168","$0.4","($6.5)","($4.5)","($3.7)","$0.5","($0.7)","($14.5)","$1.8","($13.4)"
"Antonio Senzatela","COL","SP","566.6","168","$0.3","($7.8)","($5.2)","($4.6)","$0.4","($0.7)","($17.6)","$1.8","($16.7)"
